,cellular_classification,sex_ontology_term_id,tissue_ontology_term_id,assay_ontology_term_id,disease_ontology_term_id,cell_type_ontology_term_id,self_reported_ethnicity_ontology_term_id,development_stage_ontology_term_id,organism_ontology_term_id,is_primary_data,donor_id,suspension_type,tissue_type,cell_type,assay,disease,organism,sex,tissue,self_reported_ethnicity,development_stage,observation_joinid,source,predicted_labels,over_clustering,majority_voting,conf_score,hra_prediction,Organ_Level,Organ_ID,Annotation_Label_ID,CL_Label,clid,match_type,gene_expr
D31.2_36,delta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000173,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic D cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,Q6x|9flGC),cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,0,delta,0.9998922871374445,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 4.11848258972168}, {""gene_id"": ""HGNC:13447"", ""gene_label"": ""SLC38A1"", ""ensembl_id"": ""ENSG00000111371"", ""mean_gene_expr_value"": 0.5654918551445007}, {""gene_id"": ""HGNC:4901"", ""gene_label"": ""HHEX"", ""ensembl_id"": ""ENSG00000152804"", ""mean_gene_expr_value"": 0.19265581667423248}, {""gene_id"": ""HGNC:6554"", ""gene_label"": ""LEPR"", ""ensembl_id"": ""ENSG00000116678"", ""mean_gene_expr_value"": 0.23652367293834686}, {""gene_id"": ""HGNC:19097"", ""gene_label"": ""RBPMS"", ""ensembl_id"": ""ENSG00000157110"", ""mean_gene_expr_value"": 0.6419260501861572}, {""gene_id"": ""HGNC:3595"", ""gene_label"": ""FAT1"", ""ensembl_id"": ""ENSG00000083857"", ""mean_gene_expr_value"": 0.6204237937927246}, {""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 1.6463240385055542}, {""gene_id"": ""HGNC:6142"", ""gene_label"": ""ITGA6"", ""ensembl_id"": ""ENSG00000091409"", ""mean_gene_expr_value"": 0.4258449077606201}, {""gene_id"": ""HGNC:14107"", ""gene_label"": ""PMEPA1"", ""ensembl_id"": ""ENSG00000124225"", ""mean_gene_expr_value"": 0.8919343948364258}, {""gene_id"": ""HGNC:1107"", ""gene_label"": ""ZFP36L1"", ""ensembl_id"": ""ENSG00000185650"", ""mean_gene_expr_value"": 1.3888696432113647}]"
D31.2_37,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,y%APUQ}?p@,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_immature,18,alpha_immature,1.0,alpha_immature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000453,pancreatic A cell:immature,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.2_38,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,?Y*pFvxH<{,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_immature,17,alpha_immature,0.9967746559958456,alpha_immature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000453,pancreatic A cell:immature,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.2_39,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,Up_jj=E9xf,cbaf2a53-1185-4056-a1e2-9fe26128eda5,PP,31,alpha_MHC II,5.0587147481066636e-06,PP,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000451,pancreatic PP cell,CL:0002275,skos:exactMatch,"[{""gene_id"": ""HGNC:10575"", ""gene_label"": ""SCG2"", ""ensembl_id"": ""ENSG00000171951"", ""mean_gene_expr_value"": 4.117347717285156}, {""gene_id"": ""HGNC:9327"", ""gene_label"": ""PPY"", ""ensembl_id"": ""ENSG00000108849"", ""mean_gene_expr_value"": 5.050448894500732}, {""gene_id"": ""HGNC:1036"", ""gene_label"": ""BEX1"", ""ensembl_id"": ""ENSG00000133169"", ""mean_gene_expr_value"": 3.287750482559204}, {""gene_id"": ""HGNC:10816"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""ENSG00000166922"", ""mean_gene_expr_value"": 2.962789297103882}, {""gene_id"": ""HGNC:8596"", ""gene_label"": ""PAM"", ""ensembl_id"": ""ENSG00000145730"", ""mean_gene_expr_value"": 2.8789706230163574}, {""gene_id"": ""HGNC:14005"", ""gene_label"": ""PEG10"", ""ensembl_id"": ""ENSG00000242265"", ""mean_gene_expr_value"": 3.48481822013855}, {""gene_id"": ""HGNC:9778"", ""gene_label"": ""RAB3B"", ""ensembl_id"": ""ENSG00000169213"", ""mean_gene_expr_value"": 2.2980146408081055}, {""gene_id"": ""HGNC:8744"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""ENSG00000125851"", ""mean_gene_expr_value"": 3.6309828758239746}, {""gene_id"": ""HGNC:6175"", ""gene_label"": ""ITM2C"", ""ensembl_id"": ""ENSG00000135916"", ""mean_gene_expr_value"": 2.6543376445770264}, {""gene_id"": ""HGNC:4392"", ""gene_label"": ""GNAS"", ""ensembl_id"": ""ENSG00000087460"", ""mean_gene_expr_value"": 5.990415573120117}]"
D31.2_40,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,0r^&TgN6(),cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_immature,23,alpha_immature,0.9999724237563179,alpha_immature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000453,pancreatic A cell:immature,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.2_41,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,-=oSLY{hco,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_immature,6,alpha_immature,0.3334481772089757,alpha_immature,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000453,pancreatic A cell:immature,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.2_43,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,OYoW(#61m<,cbaf2a53-1185-4056-a1e2-9fe26128eda5,delta,1,beta_MHC/autoantigen,9.770363483805568e-05,delta,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000462,pancreatic D cell,CL:0000173,skos:exactMatch,"[{""gene_id"": ""HGNC:11329"", ""gene_label"": ""SST"", ""ensembl_id"": ""ENSG00000157005"", ""mean_gene_expr_value"": 4.11848258972168}, {""gene_id"": ""HGNC:13447"", ""gene_label"": ""SLC38A1"", ""ensembl_id"": ""ENSG00000111371"", ""mean_gene_expr_value"": 0.5654918551445007}, {""gene_id"": ""HGNC:4901"", ""gene_label"": ""HHEX"", ""ensembl_id"": ""ENSG00000152804"", ""mean_gene_expr_value"": 0.19265581667423248}, {""gene_id"": ""HGNC:6554"", ""gene_label"": ""LEPR"", ""ensembl_id"": ""ENSG00000116678"", ""mean_gene_expr_value"": 0.23652367293834686}, {""gene_id"": ""HGNC:19097"", ""gene_label"": ""RBPMS"", ""ensembl_id"": ""ENSG00000157110"", ""mean_gene_expr_value"": 0.6419260501861572}, {""gene_id"": ""HGNC:3595"", ""gene_label"": ""FAT1"", ""ensembl_id"": ""ENSG00000083857"", ""mean_gene_expr_value"": 0.6204237937927246}, {""gene_id"": ""HGNC:9922"", ""gene_label"": ""RBP4"", ""ensembl_id"": ""ENSG00000138207"", ""mean_gene_expr_value"": 1.6463240385055542}, {""gene_id"": ""HGNC:6142"", ""gene_label"": ""ITGA6"", ""ensembl_id"": ""ENSG00000091409"", ""mean_gene_expr_value"": 0.4258449077606201}, {""gene_id"": ""HGNC:14107"", ""gene_label"": ""PMEPA1"", ""ensembl_id"": ""ENSG00000124225"", ""mean_gene_expr_value"": 0.8919343948364258}, {""gene_id"": ""HGNC:1107"", ""gene_label"": ""ZFP36L1"", ""ensembl_id"": ""ENSG00000185650"", ""mean_gene_expr_value"": 1.3888696432113647}]"
D31.2_44,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,Q2Ap`GwkIt,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_MHC II,15,alpha_MHC II,8.962198773743191e-05,alpha_MHC II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000452,pancreatic A cell:MHC II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.2_45,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,cp6&6@|aH{,cbaf2a53-1185-4056-a1e2-9fe26128eda5,alpha_MHC II,16,alpha_MHC II,0.0003712619283125034,alpha_MHC II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000452,pancreatic A cell:MHC II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.2_46,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,WRIi<02w1|,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_stress I,1,beta_MHC/autoantigen,0.000651213550142753,beta_stress I,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000460,type B pancreatic cell:stress I,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.2_47,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,A5qDXH_(tT,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_stress II,9,beta_stress II,0.996409773425629,beta_stress II,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000461,type B pancreatic cell:stress II,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
D31.2_48,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000153,NCBITaxon:9606,True,D31,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,59-year-old human stage,0n6b>)>Z}w,cbaf2a53-1185-4056-a1e2-9fe26128eda5,beta_stress I,10,beta_MHC/autoantigen,0.7332307435386813,beta_stress I,Adult_Human_PancreaticIslet_pkl,UBERON:0001264,CT:0000460,type B pancreatic cell:stress I,CL:0000171,skos:narrowMatch,"[{""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 4.614938259124756}, {""gene_id"": ""HGNC:14359"", ""gene_label"": ""IRX2"", ""ensembl_id"": ""ENSG00000170561"", ""mean_gene_expr_value"": 0.5333553552627563}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 1.152092695236206}, {""gene_id"": ""HGNC:17171"", ""gene_label"": ""LOXL4"", ""ensembl_id"": ""ENSG00000138131"", ""mean_gene_expr_value"": 0.7041059732437134}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 1.4211359024047852}, {""gene_id"": ""HGNC:3357"", ""gene_label"": ""ENPP2"", ""ensembl_id"": ""ENSG00000136960"", ""mean_gene_expr_value"": 0.9175483584403992}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 1.725969910621643}, {""gene_id"": ""HGNC:28906"", ""gene_label"": ""G6PC2"", ""ensembl_id"": ""ENSG00000152254"", ""mean_gene_expr_value"": 1.542831301689148}, {""gene_id"": ""HGNC:17175"", ""gene_label"": ""PLCE1"", ""ensembl_id"": ""ENSG00000138193"", ""mean_gene_expr_value"": 0.46539604663848877}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 4.534958839416504}]"
