,cellular_classification,sex_ontology_term_id,tissue_ontology_term_id,assay_ontology_term_id,disease_ontology_term_id,cell_type_ontology_term_id,self_reported_ethnicity_ontology_term_id,development_stage_ontology_term_id,organism_ontology_term_id,is_primary_data,donor_id,suspension_type,tissue_type,cell_type,assay,disease,organism,sex,tissue,self_reported_ethnicity,development_stage,observation_joinid,source,orig.ident,nCount_RNA,nFeature_RNA,nCount_refAssay,nFeature_refAssay,predicted.annotation.l1.score,predicted.annotation.l1,mapping.score,hra_prediction,Organ_Level,Organ_ID,Annotation_Label_ID,CL_Label,clid,match_type,gene_expr
D28.2_16,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,_JUN#$b`*W,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,93574.0,5861,81353.0,5467,1.0000000000000004,ductal,0.9995208137235287,ductal,Pancreas_L1,UBERON:0001264,AZ:0000397,pancreatic ductal cell,CL:0002079,skos:exactMatch,"[{""gene_id"": ""HGNC:542"", ""gene_label"": ""ANXA4"", ""ensembl_id"": ""ENSG00000196975"", ""mean_gene_expr_value"": 15.899999618530273}, {""gene_id"": ""HGNC:1689"", ""gene_label"": ""CD59"", ""ensembl_id"": ""ENSG00000085063"", ""mean_gene_expr_value"": 12.642857551574707}, {""gene_id"": ""HGNC:1884"", ""gene_label"": ""CFTR"", ""ensembl_id"": ""ENSG00000001626"", ""mean_gene_expr_value"": 9.98571491241455}, {""gene_id"": ""HGNC:1645"", ""gene_label"": ""CD24"", ""ensembl_id"": ""ENSG00000272398"", ""mean_gene_expr_value"": 29.557140350341797}, {""gene_id"": ""HGNC:598"", ""gene_label"": ""APLP2"", ""ensembl_id"": ""ENSG00000084234"", ""mean_gene_expr_value"": 4.8428568840026855}, {""gene_id"": ""HGNC:4932"", ""gene_label"": ""HLA-B"", ""ensembl_id"": ""ENSG00000234745"", ""mean_gene_expr_value"": 27.328569412231445}, {""gene_id"": ""HGNC:6446"", ""gene_label"": ""KRT8"", ""ensembl_id"": ""ENSG00000170421"", ""mean_gene_expr_value"": 6.728571891784668}, {""gene_id"": ""HGNC:8139"", ""gene_label"": ""ONECUT2"", ""ensembl_id"": ""ENSG00000119547"", ""mean_gene_expr_value"": 4.72857141494751}, {""gene_id"": ""HGNC:537"", ""gene_label"": ""ANXA2"", ""ensembl_id"": ""ENSG00000182718"", ""mean_gene_expr_value"": 14.15714168548584}, {""gene_id"": ""HGNC:11881"", ""gene_label"": ""TMSB4X"", ""ensembl_id"": ""ENSG00000205542"", ""mean_gene_expr_value"": 20.55714225769043}]"
D28.2_17,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,SVb|AoezVM,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,83934.0,5652,74892.0,5284,1.0000000000000004,ductal,0.9993629614900161,ductal,Pancreas_L1,UBERON:0001264,AZ:0000397,pancreatic ductal cell,CL:0002079,skos:exactMatch,"[{""gene_id"": ""HGNC:542"", ""gene_label"": ""ANXA4"", ""ensembl_id"": ""ENSG00000196975"", ""mean_gene_expr_value"": 15.899999618530273}, {""gene_id"": ""HGNC:1689"", ""gene_label"": ""CD59"", ""ensembl_id"": ""ENSG00000085063"", ""mean_gene_expr_value"": 12.642857551574707}, {""gene_id"": ""HGNC:1884"", ""gene_label"": ""CFTR"", ""ensembl_id"": ""ENSG00000001626"", ""mean_gene_expr_value"": 9.98571491241455}, {""gene_id"": ""HGNC:1645"", ""gene_label"": ""CD24"", ""ensembl_id"": ""ENSG00000272398"", ""mean_gene_expr_value"": 29.557140350341797}, {""gene_id"": ""HGNC:598"", ""gene_label"": ""APLP2"", ""ensembl_id"": ""ENSG00000084234"", ""mean_gene_expr_value"": 4.8428568840026855}, {""gene_id"": ""HGNC:4932"", ""gene_label"": ""HLA-B"", ""ensembl_id"": ""ENSG00000234745"", ""mean_gene_expr_value"": 27.328569412231445}, {""gene_id"": ""HGNC:6446"", ""gene_label"": ""KRT8"", ""ensembl_id"": ""ENSG00000170421"", ""mean_gene_expr_value"": 6.728571891784668}, {""gene_id"": ""HGNC:8139"", ""gene_label"": ""ONECUT2"", ""ensembl_id"": ""ENSG00000119547"", ""mean_gene_expr_value"": 4.72857141494751}, {""gene_id"": ""HGNC:537"", ""gene_label"": ""ANXA2"", ""ensembl_id"": ""ENSG00000182718"", ""mean_gene_expr_value"": 14.15714168548584}, {""gene_id"": ""HGNC:11881"", ""gene_label"": ""TMSB4X"", ""ensembl_id"": ""ENSG00000205542"", ""mean_gene_expr_value"": 20.55714225769043}]"
D28.2_18,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,u|e+0q%N6=,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,100000.0,4545,85861.0,4231,1.0,acinar,1.0,acinar,Pancreas_L1,UBERON:0001264,AZ:0000398,pancreatic acinar cell,CL:0002064,skos:exactMatch,"[{""gene_id"": ""HGNC:9951"", ""gene_label"": ""REG1A"", ""ensembl_id"": ""ENSG00000115386"", ""mean_gene_expr_value"": 204.00743103027344}, {""gene_id"": ""HGNC:9952"", ""gene_label"": ""REG1B"", ""ensembl_id"": ""ENSG00000172023"", ""mean_gene_expr_value"": 154.84072875976562}, {""gene_id"": ""HGNC:11244"", ""gene_label"": ""SPINK1"", ""ensembl_id"": ""ENSG00000164266"", ""mean_gene_expr_value"": 72.50740814208984}, {""gene_id"": ""HGNC:10298"", ""gene_label"": ""RPL10"", ""ensembl_id"": ""ENSG00000147403"", ""mean_gene_expr_value"": 14.433335304260254}, {""gene_id"": ""HGNC:4627"", ""gene_label"": ""GSTA2"", ""ensembl_id"": ""ENSG00000244067"", ""mean_gene_expr_value"": 9.63703727722168}, {""gene_id"": ""HGNC:976"", ""gene_label"": ""BCAT1"", ""ensembl_id"": ""ENSG00000060982"", ""mean_gene_expr_value"": 5.396296501159668}, {""gene_id"": ""HGNC:2522"", ""gene_label"": ""CTRB2"", ""ensembl_id"": ""ENSG00000168928"", ""mean_gene_expr_value"": 56.21110916137695}, {""gene_id"": ""HGNC:12801"", ""gene_label"": ""XBP1"", ""ensembl_id"": ""ENSG00000100219"", ""mean_gene_expr_value"": 7.544445037841797}, {""gene_id"": ""HGNC:10385"", ""gene_label"": ""RPS12"", ""ensembl_id"": ""ENSG00000112306"", ""mean_gene_expr_value"": 20.85926055908203}, {""gene_id"": ""HGNC:16830"", ""gene_label"": ""IL32"", ""ensembl_id"": ""ENSG00000008517"", ""mean_gene_expr_value"": 4.3222222328186035}]"
D28.2_26,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,YlO_#$hHMi,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,61723.0,5037,55346.0,4727,1.0000000000000004,ductal,0.9992528764346558,ductal,Pancreas_L1,UBERON:0001264,AZ:0000397,pancreatic ductal cell,CL:0002079,skos:exactMatch,"[{""gene_id"": ""HGNC:542"", ""gene_label"": ""ANXA4"", ""ensembl_id"": ""ENSG00000196975"", ""mean_gene_expr_value"": 15.899999618530273}, {""gene_id"": ""HGNC:1689"", ""gene_label"": ""CD59"", ""ensembl_id"": ""ENSG00000085063"", ""mean_gene_expr_value"": 12.642857551574707}, {""gene_id"": ""HGNC:1884"", ""gene_label"": ""CFTR"", ""ensembl_id"": ""ENSG00000001626"", ""mean_gene_expr_value"": 9.98571491241455}, {""gene_id"": ""HGNC:1645"", ""gene_label"": ""CD24"", ""ensembl_id"": ""ENSG00000272398"", ""mean_gene_expr_value"": 29.557140350341797}, {""gene_id"": ""HGNC:598"", ""gene_label"": ""APLP2"", ""ensembl_id"": ""ENSG00000084234"", ""mean_gene_expr_value"": 4.8428568840026855}, {""gene_id"": ""HGNC:4932"", ""gene_label"": ""HLA-B"", ""ensembl_id"": ""ENSG00000234745"", ""mean_gene_expr_value"": 27.328569412231445}, {""gene_id"": ""HGNC:6446"", ""gene_label"": ""KRT8"", ""ensembl_id"": ""ENSG00000170421"", ""mean_gene_expr_value"": 6.728571891784668}, {""gene_id"": ""HGNC:8139"", ""gene_label"": ""ONECUT2"", ""ensembl_id"": ""ENSG00000119547"", ""mean_gene_expr_value"": 4.72857141494751}, {""gene_id"": ""HGNC:537"", ""gene_label"": ""ANXA2"", ""ensembl_id"": ""ENSG00000182718"", ""mean_gene_expr_value"": 14.15714168548584}, {""gene_id"": ""HGNC:11881"", ""gene_label"": ""TMSB4X"", ""ensembl_id"": ""ENSG00000205542"", ""mean_gene_expr_value"": 20.55714225769043}]"
D28.2_28,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,DpKc4-2DK5,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,100158.0,4746,91890.0,4440,1.0000000000000007,alpha,0.9998654378141237,alpha,Pancreas_L1,UBERON:0001264,AZ:0000400,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""HGNC:10816"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""ENSG00000166922"", ""mean_gene_expr_value"": 20.903030395507812}, {""gene_id"": ""HGNC:8744"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""ENSG00000125851"", ""mean_gene_expr_value"": 18.403030395507812}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 239.2515106201172}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 318.2060852050781}, {""gene_id"": ""HGNC:1929"", ""gene_label"": ""CHGA"", ""ensembl_id"": ""ENSG00000100604"", ""mean_gene_expr_value"": 14.796969413757324}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 5.160606384277344}, {""gene_id"": ""HGNC:20303"", ""gene_label"": ""SLC30A8"", ""ensembl_id"": ""ENSG00000164756"", ""mean_gene_expr_value"": 9.903031349182129}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 7.221212387084961}, {""gene_id"": ""HGNC:2303"", ""gene_label"": ""CPE"", ""ensembl_id"": ""ENSG00000109472"", ""mean_gene_expr_value"": 19.175756454467773}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 9.615152359008789}]"
D28.2_29,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,J<jk%mE2mG,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,112660.0,6163,97904.0,5774,1.0000000000000004,ductal,0.9987509648608499,ductal,Pancreas_L1,UBERON:0001264,AZ:0000397,pancreatic ductal cell,CL:0002079,skos:exactMatch,"[{""gene_id"": ""HGNC:542"", ""gene_label"": ""ANXA4"", ""ensembl_id"": ""ENSG00000196975"", ""mean_gene_expr_value"": 15.899999618530273}, {""gene_id"": ""HGNC:1689"", ""gene_label"": ""CD59"", ""ensembl_id"": ""ENSG00000085063"", ""mean_gene_expr_value"": 12.642857551574707}, {""gene_id"": ""HGNC:1884"", ""gene_label"": ""CFTR"", ""ensembl_id"": ""ENSG00000001626"", ""mean_gene_expr_value"": 9.98571491241455}, {""gene_id"": ""HGNC:1645"", ""gene_label"": ""CD24"", ""ensembl_id"": ""ENSG00000272398"", ""mean_gene_expr_value"": 29.557140350341797}, {""gene_id"": ""HGNC:598"", ""gene_label"": ""APLP2"", ""ensembl_id"": ""ENSG00000084234"", ""mean_gene_expr_value"": 4.8428568840026855}, {""gene_id"": ""HGNC:4932"", ""gene_label"": ""HLA-B"", ""ensembl_id"": ""ENSG00000234745"", ""mean_gene_expr_value"": 27.328569412231445}, {""gene_id"": ""HGNC:6446"", ""gene_label"": ""KRT8"", ""ensembl_id"": ""ENSG00000170421"", ""mean_gene_expr_value"": 6.728571891784668}, {""gene_id"": ""HGNC:8139"", ""gene_label"": ""ONECUT2"", ""ensembl_id"": ""ENSG00000119547"", ""mean_gene_expr_value"": 4.72857141494751}, {""gene_id"": ""HGNC:537"", ""gene_label"": ""ANXA2"", ""ensembl_id"": ""ENSG00000182718"", ""mean_gene_expr_value"": 14.15714168548584}, {""gene_id"": ""HGNC:11881"", ""gene_label"": ""TMSB4X"", ""ensembl_id"": ""ENSG00000205542"", ""mean_gene_expr_value"": 20.55714225769043}]"
D28.2_37,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,1P@#AcdZDi,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,181280.0,6518,160189.0,6090,0.842837814459208,alpha,0.9973180956467129,alpha,Pancreas_L1,UBERON:0001264,AZ:0000400,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""HGNC:10816"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""ENSG00000166922"", ""mean_gene_expr_value"": 20.903030395507812}, {""gene_id"": ""HGNC:8744"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""ENSG00000125851"", ""mean_gene_expr_value"": 18.403030395507812}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 239.2515106201172}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 318.2060852050781}, {""gene_id"": ""HGNC:1929"", ""gene_label"": ""CHGA"", ""ensembl_id"": ""ENSG00000100604"", ""mean_gene_expr_value"": 14.796969413757324}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 5.160606384277344}, {""gene_id"": ""HGNC:20303"", ""gene_label"": ""SLC30A8"", ""ensembl_id"": ""ENSG00000164756"", ""mean_gene_expr_value"": 9.903031349182129}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 7.221212387084961}, {""gene_id"": ""HGNC:2303"", ""gene_label"": ""CPE"", ""ensembl_id"": ""ENSG00000109472"", ""mean_gene_expr_value"": 19.175756454467773}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 9.615152359008789}]"
D28.2_38,beta,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000169,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,type B pancreatic cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,_u*!fx_m!a,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,85011.0,5463,76675.0,5106,0.867728970118245,beta,0.9985445894732833,beta,Pancreas_L1,UBERON:0001264,AZ:0000399,type B pancreatic cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""HGNC:10816"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""ENSG00000166922"", ""mean_gene_expr_value"": 20.903030395507812}, {""gene_id"": ""HGNC:8744"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""ENSG00000125851"", ""mean_gene_expr_value"": 18.403030395507812}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 239.2515106201172}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 318.2060852050781}, {""gene_id"": ""HGNC:1929"", ""gene_label"": ""CHGA"", ""ensembl_id"": ""ENSG00000100604"", ""mean_gene_expr_value"": 14.796969413757324}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 5.160606384277344}, {""gene_id"": ""HGNC:20303"", ""gene_label"": ""SLC30A8"", ""ensembl_id"": ""ENSG00000164756"", ""mean_gene_expr_value"": 9.903031349182129}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 7.221212387084961}, {""gene_id"": ""HGNC:2303"", ""gene_label"": ""CPE"", ""ensembl_id"": ""ENSG00000109472"", ""mean_gene_expr_value"": 19.175756454467773}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 9.615152359008789}]"
D28.2_39,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,D7rd?geycS,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,237256.0,5801,169646.0,5451,1.0000000000000002,acinar,1.0,acinar,Pancreas_L1,UBERON:0001264,AZ:0000398,pancreatic acinar cell,CL:0002064,skos:exactMatch,"[{""gene_id"": ""HGNC:9951"", ""gene_label"": ""REG1A"", ""ensembl_id"": ""ENSG00000115386"", ""mean_gene_expr_value"": 204.00743103027344}, {""gene_id"": ""HGNC:9952"", ""gene_label"": ""REG1B"", ""ensembl_id"": ""ENSG00000172023"", ""mean_gene_expr_value"": 154.84072875976562}, {""gene_id"": ""HGNC:11244"", ""gene_label"": ""SPINK1"", ""ensembl_id"": ""ENSG00000164266"", ""mean_gene_expr_value"": 72.50740814208984}, {""gene_id"": ""HGNC:10298"", ""gene_label"": ""RPL10"", ""ensembl_id"": ""ENSG00000147403"", ""mean_gene_expr_value"": 14.433335304260254}, {""gene_id"": ""HGNC:4627"", ""gene_label"": ""GSTA2"", ""ensembl_id"": ""ENSG00000244067"", ""mean_gene_expr_value"": 9.63703727722168}, {""gene_id"": ""HGNC:976"", ""gene_label"": ""BCAT1"", ""ensembl_id"": ""ENSG00000060982"", ""mean_gene_expr_value"": 5.396296501159668}, {""gene_id"": ""HGNC:2522"", ""gene_label"": ""CTRB2"", ""ensembl_id"": ""ENSG00000168928"", ""mean_gene_expr_value"": 56.21110916137695}, {""gene_id"": ""HGNC:12801"", ""gene_label"": ""XBP1"", ""ensembl_id"": ""ENSG00000100219"", ""mean_gene_expr_value"": 7.544445037841797}, {""gene_id"": ""HGNC:10385"", ""gene_label"": ""RPS12"", ""ensembl_id"": ""ENSG00000112306"", ""mean_gene_expr_value"": 20.85926055908203}, {""gene_id"": ""HGNC:16830"", ""gene_label"": ""IL32"", ""ensembl_id"": ""ENSG00000008517"", ""mean_gene_expr_value"": 4.3222222328186035}]"
D28.2_40,duct,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002079,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic ductal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,^(g{kkj~-_,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,60818.0,4759,53206.0,4450,0.9999999999999999,ductal,0.9991800388770586,ductal,Pancreas_L1,UBERON:0001264,AZ:0000397,pancreatic ductal cell,CL:0002079,skos:exactMatch,"[{""gene_id"": ""HGNC:542"", ""gene_label"": ""ANXA4"", ""ensembl_id"": ""ENSG00000196975"", ""mean_gene_expr_value"": 15.899999618530273}, {""gene_id"": ""HGNC:1689"", ""gene_label"": ""CD59"", ""ensembl_id"": ""ENSG00000085063"", ""mean_gene_expr_value"": 12.642857551574707}, {""gene_id"": ""HGNC:1884"", ""gene_label"": ""CFTR"", ""ensembl_id"": ""ENSG00000001626"", ""mean_gene_expr_value"": 9.98571491241455}, {""gene_id"": ""HGNC:1645"", ""gene_label"": ""CD24"", ""ensembl_id"": ""ENSG00000272398"", ""mean_gene_expr_value"": 29.557140350341797}, {""gene_id"": ""HGNC:598"", ""gene_label"": ""APLP2"", ""ensembl_id"": ""ENSG00000084234"", ""mean_gene_expr_value"": 4.8428568840026855}, {""gene_id"": ""HGNC:4932"", ""gene_label"": ""HLA-B"", ""ensembl_id"": ""ENSG00000234745"", ""mean_gene_expr_value"": 27.328569412231445}, {""gene_id"": ""HGNC:6446"", ""gene_label"": ""KRT8"", ""ensembl_id"": ""ENSG00000170421"", ""mean_gene_expr_value"": 6.728571891784668}, {""gene_id"": ""HGNC:8139"", ""gene_label"": ""ONECUT2"", ""ensembl_id"": ""ENSG00000119547"", ""mean_gene_expr_value"": 4.72857141494751}, {""gene_id"": ""HGNC:537"", ""gene_label"": ""ANXA2"", ""ensembl_id"": ""ENSG00000182718"", ""mean_gene_expr_value"": 14.15714168548584}, {""gene_id"": ""HGNC:11881"", ""gene_label"": ""TMSB4X"", ""ensembl_id"": ""ENSG00000205542"", ""mean_gene_expr_value"": 20.55714225769043}]"
D28.2_41,mesenchymal,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0008019,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,mesenchymal cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,@2cnzWx8I^,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,184490.0,6711,165604.0,6286,0.38915828074762226,activated_stellate,1.0,activated_stellate,Pancreas_L1,UBERON:0001264,AZ:0000393,pancreatic stellate cell:activated,CL:0002410,skos:narrowMatch,"""[]"""
D28.2_42,acinar,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0002064,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic acinar cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,L&9XqfZHsh,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,191935.0,5946,164795.0,5583,1.0000000000000002,acinar,1.0,acinar,Pancreas_L1,UBERON:0001264,AZ:0000398,pancreatic acinar cell,CL:0002064,skos:exactMatch,"[{""gene_id"": ""HGNC:9951"", ""gene_label"": ""REG1A"", ""ensembl_id"": ""ENSG00000115386"", ""mean_gene_expr_value"": 204.00743103027344}, {""gene_id"": ""HGNC:9952"", ""gene_label"": ""REG1B"", ""ensembl_id"": ""ENSG00000172023"", ""mean_gene_expr_value"": 154.84072875976562}, {""gene_id"": ""HGNC:11244"", ""gene_label"": ""SPINK1"", ""ensembl_id"": ""ENSG00000164266"", ""mean_gene_expr_value"": 72.50740814208984}, {""gene_id"": ""HGNC:10298"", ""gene_label"": ""RPL10"", ""ensembl_id"": ""ENSG00000147403"", ""mean_gene_expr_value"": 14.433335304260254}, {""gene_id"": ""HGNC:4627"", ""gene_label"": ""GSTA2"", ""ensembl_id"": ""ENSG00000244067"", ""mean_gene_expr_value"": 9.63703727722168}, {""gene_id"": ""HGNC:976"", ""gene_label"": ""BCAT1"", ""ensembl_id"": ""ENSG00000060982"", ""mean_gene_expr_value"": 5.396296501159668}, {""gene_id"": ""HGNC:2522"", ""gene_label"": ""CTRB2"", ""ensembl_id"": ""ENSG00000168928"", ""mean_gene_expr_value"": 56.21110916137695}, {""gene_id"": ""HGNC:12801"", ""gene_label"": ""XBP1"", ""ensembl_id"": ""ENSG00000100219"", ""mean_gene_expr_value"": 7.544445037841797}, {""gene_id"": ""HGNC:10385"", ""gene_label"": ""RPS12"", ""ensembl_id"": ""ENSG00000112306"", ""mean_gene_expr_value"": 20.85926055908203}, {""gene_id"": ""HGNC:16830"", ""gene_label"": ""IL32"", ""ensembl_id"": ""ENSG00000008517"", ""mean_gene_expr_value"": 4.3222222328186035}]"
D28.2_43,alpha,PATO:0000384,UBERON:0001264,EFO:0010010,PATO:0000461,CL:0000171,unknown,HsapDv:0000148,NCBITaxon:9606,True,D28,cell,tissue,pancreatic A cell,CEL-seq2,normal,Homo sapiens,male,pancreas,unknown,54-year-old human stage,*$_g1cV(&T,cbaf2a53-1185-4056-a1e2-9fe26128eda5,1,182932.0,5037,170868.0,4696,0.9999999999999998,alpha,0.9999365281256617,alpha,Pancreas_L1,UBERON:0001264,AZ:0000400,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""HGNC:10816"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""ENSG00000166922"", ""mean_gene_expr_value"": 20.903030395507812}, {""gene_id"": ""HGNC:8744"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""ENSG00000125851"", ""mean_gene_expr_value"": 18.403030395507812}, {""gene_id"": ""HGNC:12405"", ""gene_label"": ""TTR"", ""ensembl_id"": ""ENSG00000118271"", ""mean_gene_expr_value"": 239.2515106201172}, {""gene_id"": ""HGNC:4191"", ""gene_label"": ""GCG"", ""ensembl_id"": ""ENSG00000115263"", ""mean_gene_expr_value"": 318.2060852050781}, {""gene_id"": ""HGNC:1929"", ""gene_label"": ""CHGA"", ""ensembl_id"": ""ENSG00000100604"", ""mean_gene_expr_value"": 14.796969413757324}, {""gene_id"": ""HGNC:9286"", ""gene_label"": ""PPP1R1A"", ""ensembl_id"": ""ENSG00000135447"", ""mean_gene_expr_value"": 5.160606384277344}, {""gene_id"": ""HGNC:20303"", ""gene_label"": ""SLC30A8"", ""ensembl_id"": ""ENSG00000164756"", ""mean_gene_expr_value"": 9.903031349182129}, {""gene_id"": ""HGNC:6408"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""ENSG00000204103"", ""mean_gene_expr_value"": 7.221212387084961}, {""gene_id"": ""HGNC:2303"", ""gene_label"": ""CPE"", ""ensembl_id"": ""ENSG00000109472"", ""mean_gene_expr_value"": 19.175756454467773}, {""gene_id"": ""HGNC:11060"", ""gene_label"": ""SLC7A2"", ""ensembl_id"": ""ENSG00000003989"", ""mean_gene_expr_value"": 9.615152359008789}]"
